level,category,word,word_furigana,kana,romaji,pos,meaning_zh,example_furigana,example_zh
N4,名詞：日常・物・場所（補充・N4）,屋根,屋根[やね],やね,yane,名,屋頂,屋根[やね]の 上[うえ]に 猫[ねこ]がいます。,屋頂上有貓。
N4,名詞：日常・物・場所（補充・N4）,天井,天井[てんじょう],てんじょう,tenjō,名,天花板,この 部屋[へや]は 天井[てんじょう]が 高[たか]いです。,這個房間天花板很高。
N4,名詞：日常・物・場所（補充・N4）,床,床[ゆか],ゆか,yuka,名,地板,床[ゆか]をきれいに 拭[ふ]きます。,把地板擦乾淨。
N4,名詞：日常・物・場所（補充・N4）,壁,壁[かべ],かべ,kabe,名,牆壁,壁[かべ]に 絵[え]をかけます。,在牆上掛畫。
N4,名詞：日常・物・場所（補充・N4）,柱,柱[はしら],はしら,hashira,名,柱子,この 柱[はしら]は 木[き]でできています。,這根柱子是木頭做的。
N4,名詞：日常・物・場所（補充・N4）,非常口,非常口[ひじょうぐち],ひじょうぐち,hijōguchi,名,緊急出口,非常口[ひじょうぐち]はあちらです。,緊急出口在那邊。
N4,名詞：日常・物・場所（補充・N4）,泡,泡[あわ],あわ,awa,名,泡沫,石鹸[せっけん]の 泡[あわ]で 手[て]を 洗[あら]います。,用肥皂的泡沫洗手。
N4,名詞：日常・物・場所（補充・N4）,粉,粉[こな],こな,kona,名,粉末,小麦[こむぎ]の 粉[こな]でパンを 作[つく]ります。,用小麥粉做麵包。
N4,名詞：日常・物・場所（補充・N4）,粒,粒[つぶ],つぶ,tsubu,名,顆粒,この 米[こめ]は 粒[つぶ]が 大[おお]きいです。,這種米的米粒很大。
N4,名詞：日常・物・場所（補充・N4）,塊,塊[かたまり],かたまり,katamari,名,塊,氷[こおり]の 塊[かたまり]が 浮[う]いています。,冰塊漂浮著。
N4,名詞：日常・物・場所（補充・N4）,液体,液体[えきたい],えきたい,ekitai,名,液體,水[みず]は 液体[えきたい]です。,水是液體。
N4,名詞：日常・物・場所（補充・N4）,固体,固体[こたい],こたい,kotai,名,固體,氷[こおり]は 固体[こたい]です。,冰是固體。
N4,名詞：日常・物・場所（補充・N4）,気体,気体[きたい],きたい,kitai,名,氣體,空気[くうき]は 気体[きたい]です。,空氣是氣體。
N4,名詞：日常・物・場所（補充・N4）,酸素,酸素[さんそ],さんそ,sanso,名,氧氣,人[ひと]は 酸素[さんそ]がないと 生[い]きられません。,人沒有氧氣就活不下去。
N4,名詞：日常・物・場所（補充・N4）,水素,水素[すいそ],すいそ,suiso,名,氫氣,水[みず]は 水素[すいそ]と 酸素[さんそ]からできています。,水由氫和氧構成。
N4,名詞：日常・物・場所（補充・N4）,炭,炭[すみ],すみ,sumi,名,木炭,炭[すみ]で 肉[にく]を 焼[や]きます。,用木炭烤肉。
N4,名詞：日常・物・場所（補充・N4）,炭素,炭素[たんそ],たんそ,tanso,名,碳,ダイヤモンドは 炭素[たんそ]からできています。,鑽石由碳構成。
N4,名詞：日常・物・場所（補充・N4）,銀,銀[ぎん],ぎん,gin,名,銀,この 指輪[ゆびわ]は 銀[ぎん]でできています。,這只戒指是銀做的。
N4,名詞：日常・物・場所（補充・N4）,銅,銅[どう],どう,dō,名,銅,十円玉[じゅうえんだま]は 銅[どう]でできています。,十日圓硬幣是銅做的。
N4,名詞：日常・物・場所（補充・N4）,鉄,鉄[てつ],てつ,tetsu,名,鐵,この 橋[はし]は 鉄[てつ]でできています。,這座橋是鐵做的。
N4,名詞：日常・物・場所（補充・N4）,石油,石油[せきゆ],せきゆ,sekiyu,名,石油,石油[せきゆ]の 値段[ねだん]が 上[あ]がりました。,石油的價格上漲了。
N4,名詞：日常・物・場所（補充・N4）,石炭,石炭[せきたん],せきたん,sekitan,名,煤炭,昔[むかし]は 石炭[せきたん]で 電気[でんき]を 作[つく]りました。,以前用煤炭發電。
N4,名詞：日常・物・場所（補充・N4）,電池,電池[でんち],でんち,denchi,名,電池,時計[とけい]の 電池[でんち]が 切[き]れました。,時鐘的電池沒電了。
N4,名詞：日常・物・場所（補充・N4）,電球,電球[でんきゅう],でんきゅう,denkyū,名,電燈泡,電球[でんきゅう]が 切[き]れたので、 新[あたら]しいのに 換[か]えます。,電燈泡壞了，所以換新的。
N4,名詞：日常・物・場所（補充・N4）,針金,針金[はりがね],はりがね,harigane,名,鐵絲,針金[はりがね]を 曲[ま]げて 形[かたち]を 作[つく]ります。,把鐵絲彎折做出形狀。
N4,名詞：日常・物・場所（補充・N4）,糸,糸[いと],いと,ito,名,線,針[はり]に 糸[いと]を 通[とお]します。,把線穿過針。
N4,名詞：日常・物・場所（補充・N4）,綱,綱[つな],つな,tsuna,名,粗繩,綱[つな]を 引[ひ]いて 船[ふね]を 止[と]めます。,拉繩子把船停住。
N4,名詞：日常・物・場所（補充・N4）,紐,紐[ひも],ひも,himo,名,細繩、帶子,靴[くつ]の 紐[ひも]を 結[むす]びます。,綁鞋帶。
N4,名詞：日常・物・場所（補充・N4）,包み,包[つつ]み,つつみ,tsutsumi,名,包裹,机[つくえ]の 上[うえ]に 包[つつ]みがあります。,桌上有個包裹。
N4,名詞：日常・物・場所（補充・N4）,栓,栓[せん],せん,sen,名,塞子、瓶塞,ワインの 栓[せん]を 抜[ぬ]きます。,拔掉紅酒的瓶塞。
N4,名詞：日常・物・場所（補充・N4）,ビル,ビル,ビル,biru,名,大樓,駅[えき]の 前[まえ]に 高[たか]いビルがあります。,車站前有高樓。
N4,名詞：日常・物・場所（補充・N4）,マンション,マンション,マンション,manshon,名,（高級）公寓大廈,新[あたら]しいマンションに 引[ひ]っ 越[こ]しました。,搬到了新的公寓大廈。
N4,名詞：日常・物・場所（補充・N4）,住宅,住宅[じゅうたく],じゅうたく,jūtaku,名,住宅,この 辺[へん]は 静[しず]かな 住宅[じゅうたく] 街[がい]です。,這一帶是安靜的住宅區。
N4,名詞：日常・物・場所（補充・N4）,家具,家具[かぐ],かぐ,kagu,名,家具,新[あたら]しい 家具[かぐ]を 買[か]いました。,買了新家具。
N4,名詞：日常・物・場所（補充・N4）,布,布[ぬの],ぬの,nuno,名,布,この 布[ぬの]でスカートを 作[つく]ります。,用這塊布做裙子。
N4,名詞：日常・物・場所（補充・N4）,綿,綿[わた],わた,wata,名,棉花,この 枕[まくら]には 綿[わた]が 入[はい]っています。,這個枕頭裡塞了棉花。
N4,名詞：日常・物・場所（補充・N4）,革,革[かわ],かわ,kawa,名,皮革,この 靴[くつ]は 革[かわ]でできています。,這雙鞋是皮革做的。
N4,名詞：日常・物・場所（補充・N4）,ガラス,ガラス,ガラス,garasu,名,玻璃,窓[まど]のガラスが 割[わ]れました。,窗戶的玻璃破了。
N4,名詞：日常・物・場所（補充・N4）,プラスチック,プラスチック,プラスチック,purasuchikku,名,塑膠,このコップはプラスチックでできています。,這個杯子是塑膠做的。
N4,名詞：日常・物・場所（補充・N4）,ゴム,ゴム,ゴム,gomu,名,橡膠、橡皮筋,髪[かみ]をゴムで 結[むす]びます。,用橡皮筋綁頭髮。
N4,名詞：日常・物・場所（補充・N4）,板,板[いた],いた,ita,名,板子、木板,木[き]の 板[いた]で 棚[たな]を 作[つく]ります。,用木板做架子。
N4,名詞：日常・物・場所（補充・N4）,棒,棒[ぼう],ぼう,bō,名,棒子、棍子,棒[ぼう]で 地面[じめん]に 絵[え]をかきます。,用棍子在地上畫畫。
N4,名詞：日常・物・場所（補充・N4）,針,針[はり],はり,hari,名,針,針[はり]で 指[ゆび]を 刺[さ]しました。,被針刺到手指。
N4,名詞：日常・物・場所（補充・N4）,廊下,廊下[ろうか],ろうか,rōka,名,走廊,廊下[ろうか]を 走[はし]ってはいけません。,不可以在走廊奔跑。
N4,名詞：日常・物・場所（補充・N4）,物置,物置[ものおき],ものおき,monooki,名,儲藏室,使[つか]わない 物[もの]を 物置[ものおき]にしまいます。,把不用的東西收進儲藏室。
N4,名詞：日常・物・場所（補充・N4）,車庫,車庫[しゃこ],しゃこ,shako,名,車庫,車[くるま]を 車庫[しゃこ]に 入[い]れます。,把車停進車庫。
N4,名詞：日常・物・場所（補充・N4）,歩道,歩道[ほどう],ほどう,hodō,名,人行道,歩道[ほどう]を 歩[ある]きましょう。,走人行道吧。
N4,名詞：日常・物・場所（補充・N4）,街,街[まち],まち,machi,名,街道、市街,夜[よる]の 街[まち]はとてもきれいです。,夜晚的街道非常漂亮。
N4,名詞：日常・物・場所（補充・N4）,街灯,街灯[がいとう],がいとう,gaitō,名,路燈,夜[よる]になると 街灯[がいとう]がつきます。,到了晚上路燈就亮了。
N4,名詞：日常・物・場所（補充・N4）,郊外,郊外[こうがい],こうがい,kōgai,名,郊外、郊區,郊外[こうがい]に 新[あたら]しい 家[いえ]を 建[た]てました。,在郊區蓋了新家。
N4,名詞：日常・物・場所（補充・N4）,都市,都市[とし],とし,toshi,名,都市、城市,東京[とうきょう]は 大[おお]きな 都市[とし]です。,東京是大城市。
N4,名詞：日常・物・場所（補充・N4）,花火,花火[はなび],はなび,hanabi,名,煙火,夏[なつ]の 夜[よる]に 花火[はなび]を 見[み]ました。,夏夜看了煙火。
N4,名詞：日常・物・場所（補充・N4）,花瓶,花瓶[かびん],かびん,kabin,名,花瓶,花瓶[かびん]に 花[はな]を 生[い]けます。,在花瓶裡插花。
N4,名詞：日常・物・場所（補充・N4）,洗面所,洗面所[せんめんじょ],せんめんじょ,senmenjo,名,盥洗室,洗面所[せんめんじょ]で 顔[かお]を 洗[あら]います。,在盥洗室洗臉。
N4,名詞：日常・物・場所（補充・N4）,屋台,屋台[やたい],やたい,yatai,名,路邊攤、攤販,お 祭[まつ]りで 屋台[やたい]のやきそばを 食[た]べました。,在祭典吃了攤販的炒麵。
N4,名詞：日常・物・場所（補充・N4）,席,席[せき],せき,seki,名,座位,この 席[せき]は 空[あ]いていますか。,這個座位有人嗎？
N4,名詞：日常・物・場所（補充・N4）,地面,地面[じめん],じめん,jimen,名,地面,雨[あめ]で 地面[じめん]が 濡[ぬ]れています。,地面因下雨而濕了。
N4,名詞：日常・物・場所（補充・N4）,中央,中央[ちゅうおう],ちゅうおう,chūō,名,中央、中間,公園[こうえん]の 中央[ちゅうおう]に 大[おお]きな 木[き]があります。,公園中央有棵大樹。
N4,動詞（補充・N4）,握る,握[にぎ]る,にぎる,nigiru,動I,握、抓,手[て]をしっかり 握[にぎ]ってください。,請緊緊握住手。
N4,動詞（補充・N4）,畳む,畳[たた]む,たたむ,tatamu,動I,摺疊,洗濯物[せんたくもの]を 畳[たた]みます。,摺疊洗好的衣物。
N4,動詞（補充・N4）,配る,配[くば]る,くばる,kubaru,動I,分發、分配,先生[せんせい]がプリントを 配[くば]りました。,老師發了講義。
N4,動詞（補充・N4）,驚く,驚[おどろ]く,おどろく,odoroku,動I,驚訝、吃驚,急[きゅう]な 音[おと]に 驚[おどろ]きました。,被突然的聲音嚇了一跳。
N4,動詞（補充・N4）,悲しむ,悲[かな]しむ,かなしむ,kanashimu,動I,悲傷,彼女[かのじょ]は 犬[いぬ]が 死[し]んで 悲[かな]しんでいます。,她因為狗死了而傷心。
N4,動詞（補充・N4）,慌てる,慌[あわ]てる,あわてる,awateru,動II,慌張,慌[あわ]てないで、ゆっくり 話[はな]してください。,別慌，請慢慢說。
N4,動詞（補充・N4）,迷う,迷[まよ]う,まよう,mayou,動I,迷路、猶豫,道[みち]に 迷[まよ]ってしまいました。,我迷路了。
N4,動詞（補充・N4）,悩む,悩[なや]む,なやむ,nayamu,動I,煩惱,進路[しんろ]のことで 悩[なや]んでいます。,我正為出路的事煩惱。
N4,動詞（補充・N4）,暮らす,暮[く]らす,くらす,kurasu,動I,生活、過日子,家族[かぞく]と 一緒[いっしょ]に 暮[く]らしています。,我和家人一起生活。
N4,動詞（補充・N4）,過ごす,過[す]ごす,すごす,sugosu,動I,度過,休[やす]みは 家[いえ]でのんびり 過[す]ごしました。,假日在家悠閒地度過。
N4,動詞（補充・N4）,寄る,寄[よ]る,よる,yoru,動I,順道去、靠近,帰[かえ]りにスーパーに 寄[よ]ります。,回家路上順道去超市。
N4,動詞（補充・N4）,蹴る,蹴[け]る,ける,keru,動I,踢,子[こ]どもがボールを 蹴[け]りました。,小孩踢了球。
N4,動詞（補充・N4）,沈む,沈[しず]む,しずむ,shizumu,動I,下沉,太陽[たいよう]が 海[うみ]に 沈[しず]みます。,太陽沉入海中。
N4,動詞（補充・N4）,浮く,浮[う]く,うく,uku,動I,漂浮,木[き]の 葉[は]が 水[みず]に 浮[う]いています。,樹葉漂在水面上。
N4,動詞（補充・N4）,煮る,煮[に]る,にる,niru,動II,燉、煮,野菜[やさい]をやわらかく 煮[に]ます。,把蔬菜煮軟。
N4,動詞（補充・N4）,茹でる,茹[ゆ]でる,ゆでる,yuderu,動II,汆燙、水煮,卵[たまご]を 茹[ゆ]でました。,我煮了蛋。
N4,動詞（補充・N4）,混ぜる,混[ま]ぜる,まぜる,mazeru,動II,攪拌、混合,卵[たまご]と 砂糖[さとう]を 混[ま]ぜます。,把蛋和砂糖混合。
N4,動詞（補充・N4）,注ぐ,注[そそ]ぐ,そそぐ,sosogu,動I,注入、倒,コップに 水[みず]を 注[そそ]ぎます。,把水倒進杯子裡。
N4,動詞（補充・N4）,掃く,掃[は]く,はく,haku,動I,掃,ほうきで 庭[にわ]を 掃[は]きます。,用掃把掃院子。
N4,動詞（補充・N4）,飾る,飾[かざ]る,かざる,kazaru,動I,裝飾,部屋[へや]に 花[はな]を 飾[かざ]りました。,在房間裡擺了花裝飾。
N4,動詞（補充・N4）,逃げる,逃[に]げる,にげる,nigeru,動II,逃跑,泥棒[どろぼう]が 走[はし]って 逃[に]げました。,小偷跑著逃走了。
N4,動詞（補充・N4）,隠れる,隠[かく]れる,かくれる,kakureru,動II,躲藏,猫[ねこ]が 机[つくえ]の 下[した]に 隠[かく]れています。,貓躲在桌子底下。
N4,動詞（補充・N4）,付き合う,付き合[つきあ]う,つきあう,tsukiau,動I,交往、陪同,買[か]い 物[もの]に 付[つ]き 合[あ]ってください。,請陪我去買東西。
N4,動詞（補充・N4）,殴る,殴[なぐ]る,なぐる,naguru,動I,毆打,人[ひと]を 殴[なぐ]ってはいけません。,不可以打人。
N4,動詞（補充・N4）,頑張る,頑張[がんば]る,がんばる,ganbaru,動I,努力、加油,試験[しけん]のために 頑張[がんば]ります。,為了考試我會努力。
N4,動詞（補充・N4）,見える,見[み]える,みえる,mieru,動II,看得見,ここから 海[うみ]が 見[み]えます。,從這裡看得見海。
N4,動詞（補充・N4）,聞こえる,聞[き]こえる,きこえる,kikoeru,動II,聽得見,鳥[とり]の 声[こえ]が 聞[き]こえます。,聽得見鳥叫聲。
N4,動詞（補充・N4）,増やす,増[ふ]やす,ふやす,fuyasu,動I,增加,貯金[ちょきん]を 少[すこ]しずつ 増[ふ]やします。,一點一點地增加存款。
N4,動詞（補充・N4）,減らす,減[へ]らす,へらす,herasu,動I,減少,甘[あま]いものを 減[へ]らします。,減少甜食。
N4,動詞（補充・N4）,減る,減[へ]る,へる,heru,動I,減少、餓,お 腹[なか]が 減[へ]りました。,我肚子餓了。
N4,動詞（補充・N4）,続く,続[つづ]く,つづく,tsuzuku,動I,持續、繼續,雨[あめ]が 三日[みっか] 続[つづ]いています。,雨已經持續下了三天。
N4,動詞（補充・N4）,始める,始[はじ]める,はじめる,hajimeru,動II,開始,来月[らいげつ]から 日本語[にほんご]の 勉強[べんきょう]を 始[はじ]めます。,從下個月開始學日語。
N4,動詞（補充・N4）,変える,変[か]える,かえる,kaeru,動II,改變,部屋[へや]の 家具[かぐ]の 場所[ばしょ]を 変[か]えました。,我改變了房間家具的位置。
N4,動詞（補充・N4）,間違える,間違[まちが]える,まちがえる,machigaeru,動II,弄錯,電話番号[でんわばんごう]を 間違[まちが]えました。,我弄錯了電話號碼。
N4,動詞（補充・N4）,動かす,動[うご]かす,うごかす,ugokasu,動I,移動、活動,この 机[つくえ]を 右[みぎ]に 動[うご]かしてください。,請把這張桌子往右移。
N4,動詞（補充・N4）,壊す,壊[こわ]す,こわす,kowasu,動I,弄壞,弟[おとうと]がおもちゃを 壊[こわ]しました。,弟弟弄壞了玩具。
N4,動詞（補充・N4）,泊まる,泊[と]まる,とまる,tomaru,動I,住宿、過夜,今夜[こんや]はホテルに 泊[と]まります。,今晚住飯店。
N4,動詞（補充・N4）,眠る,眠[ねむ]る,ねむる,nemuru,動I,睡覺,赤[あか]ちゃんがぐっすり 眠[ねむ]っています。,嬰兒睡得很熟。
N4,動詞（補充・N4）,引っ越す,引っ越[ひっこ]す,ひっこす,hikkosu,動I,搬家,来月[らいげつ]、 新[あたら]しい 家[いえ]に 引[ひ]っ 越[こ]します。,下個月要搬到新家。
N4,動詞（補充・N4）,踊る,踊[おど]る,おどる,odoru,動I,跳舞,みんなで 楽[たの]しく 踊[おど]りました。,大家開心地跳了舞。
N4,動詞（補充・N4）,転ぶ,転[ころ]ぶ,ころぶ,korobu,動I,跌倒,道[みち]で 転[ころ]んでけがをしました。,在路上跌倒受傷了。
N4,動詞（補充・N4）,打つ,打[う]つ,うつ,utsu,動I,打、敲,メールを 打[う]つのに 時間[じかん]がかかります。,打電子郵件很花時間。
N4,動詞（補充・N4）,確かめる,確[たし]かめる,たしかめる,tashikameru,動II,確認、查明,時間[じかん]をもう 一度[いちど] 確[たし]かめます。,再確認一次時間。
N4,動詞（補充・N4）,感じる,感[かん]じる,かんじる,kanjiru,動II,感覺,秋[あき]になって 涼[すず]しく 感[かん]じます。,到了秋天覺得涼爽。
N4,動詞（補充・N4）,信じる,信[しん]じる,しんじる,shinjiru,動II,相信,私[わたし]は 彼[かれ]の 話[はなし]を 信[しん]じます。,我相信他說的話。
N4,動詞（補充・N4）,考える,考[かんが]える,かんがえる,kangaeru,動II,思考、考慮,将来[しょうらい]のことをよく 考[かんが]えます。,好好思考將來的事。
N4,動詞（補充・N4）,気づく,気[き]づく,きづく,kizuku,動I,察覺、注意到,財布[さいふ]を 忘[わす]れたことに 気[き]づきました。,我發現忘了帶錢包。
N4,動詞（補充・N4）,楽しむ,楽[たの]しむ,たのしむ,tanoshimu,動I,享受,友[とも]だちと 旅行[りょこう]を 楽[たの]しみました。,和朋友享受了旅行。
N4,動詞（補充・N4）,干す,干[ほ]す,ほす,hosu,動I,曬、晾,天気[てんき]がいいので 布団[ふとん]を 干[ほ]します。,天氣好所以曬棉被。
N4,動詞（補充・N4）,叩く,叩[たた]く,たたく,tataku,動I,敲、拍打,ドアを 叩[たた]く 音[おと]が 聞[き]こえます。,聽得見敲門的聲音。
N4,動詞（補充・N4）,願う,願[ねが]う,ねがう,negau,動I,祈願、希望,家族[かぞく]の 健康[けんこう]を 願[ねが]っています。,祈求家人健康。
N4,動詞（補充・N4）,祈る,祈[いの]る,いのる,inoru,動I,祈禱、祝願,成功[せいこう]を 祈[いの]っています。,祝你成功。
N4,動詞（補充・N4）,足りる,足[た]りる,たりる,tariru,動II,足夠,お 金[かね]が 足[た]りません。,錢不夠。
N4,動詞（補充・N4）,助かる,助[たす]かる,たすかる,tasukaru,動I,得救、幫上忙,手伝[てつだ]ってくれて 助[たす]かりました。,你幫我忙真是幫了大忙。
N4,動詞（補充・N4）,閉じる,閉[と]じる,とじる,tojiru,動II,閉上、關閉,本[ほん]を 閉[と]じて 目[め]をつぶります。,合上書閉上眼睛。
N4,動詞（補充・N4）,分ける,分[わ]ける,わける,wakeru,動II,分開、分配,ケーキを 三[みっ]つに 分[わ]けます。,把蛋糕分成三份。
N4,動詞（補充・N4）,飼う,飼[か]う,かう,kau,動I,飼養,家[いえ]で 猫[ねこ]を 飼[か]っています。,我家養貓。
N4,動詞（補充・N4）,釣る,釣[つ]る,つる,tsuru,動I,釣,川[かわ]で 魚[さかな]を 釣[つ]りました。,在河邊釣到了魚。
N4,動詞（補充・N4）,焼ける,焼[や]ける,やける,yakeru,動II,烤好、燒起來,パンがおいしそうに 焼[や]けました。,麵包烤得看起來很好吃。
N4,動詞（補充・N4）,着替える,着替[きが]える,きがえる,kigaeru,動II,換衣服,家[いえ]に 帰[かえ]って 服[ふく]を 着替[きが]えます。,回家後換衣服。
N4,動詞（補充・N4）,守る,守[まも]る,まもる,mamoru,動I,遵守、保護,約束[やくそく]は 必[かなら]ず 守[まも]ります。,一定會遵守約定。
N4,動詞（補充・N4）,勝つ,勝[か]つ,かつ,katsu,動I,贏、獲勝,試合[しあい]に 勝[か]ってうれしいです。,比賽贏了很開心。
N4,動詞（補充・N4）,負ける,負[ま]ける,まける,makeru,動II,輸、敗,昨日[きのう]の 試合[しあい]に 負[ま]けました。,昨天的比賽輸了。
N4,い形容詞・な形容詞（補充・N4）,ずるい,ずるい,ずるい,zurui,い形,狡猾、耍賴,そんなやり 方[かた]はずるいです。,那種做法太狡猾了。
N4,い形容詞・な形容詞（補充・N4）,おかしい,おかしい,おかしい,okashii,い形,奇怪、可笑,この 機械[きかい]の 音[おと]が 少[すこ]しおかしいです。,這台機器的聲音有點奇怪。
N4,い形容詞・な形容詞（補充・N4）,すごい,すごい,すごい,sugoi,い形,厲害、驚人,彼[かれ]の 日本語[にほんご]はすごいです。,他的日語很厲害。
N4,い形容詞・な形容詞（補充・N4）,かゆい,かゆい,かゆい,kayui,い形,癢,背中[せなか]がかゆいです。,背很癢。
N4,い形容詞・な形容詞（補充・N4）,臭い,臭[くさ]い,くさい,kusai,い形,臭,この 魚[さかな]はもう 臭[くさ]いです。,這條魚已經臭了。
N4,い形容詞・な形容詞（補充・N4）,うるさい,うるさい,うるさい,urusai,い形,吵鬧、囉嗦,外[そと]がうるさくて 眠[ねむ]れません。,外面很吵睡不著。
N4,い形容詞・な形容詞（補充・N4）,丸い,丸[まる]い,まるい,marui,い形,圓的,丸[まる]いテーブルを 買[か]いました。,買了圓形的桌子。
N4,い形容詞・な形容詞（補充・N4）,四角い,四角[しかく]い,しかくい,shikakui,い形,四方形的,四角[しかく]い 箱[はこ]に 入[い]れます。,裝進四方形的盒子裡。
N4,い形容詞・な形容詞（補充・N4）,酸っぱい,酸[す]っぱい,すっぱい,suppai,い形,酸的,このみかんは 酸[す]っぱいです。,這個橘子很酸。
N4,い形容詞・な形容詞（補充・N4）,親しい,親[した]しい,したしい,shitashii,い形,親近的,彼[かれ]とは 親[した]しい 友[とも]だちです。,我和他是親近的朋友。
N4,い形容詞・な形容詞（補充・N4）,蒸し暑い,蒸し暑[むしあつ]い,むしあつい,mushiatsui,い形,悶熱的,今日[きょう]はとても 蒸[む]し 暑[あつ]いです。,今天非常悶熱。
N4,い形容詞・な形容詞（補充・N4）,おとなしい,おとなしい,おとなしい,otonashii,い形,老實、文靜,あの 子[こ]はとてもおとなしいです。,那孩子很文靜。
N4,い形容詞・な形容詞（補充・N4）,豊か,豊[ゆた]か,ゆたか,yutaka,な形,豐富、富裕,この 国[くに]は 自然[しぜん]が 豊[ゆた]かです。,這個國家自然資源豐富。
N4,い形容詞・な形容詞（補充・N4）,様々,様々[さまざま],さまざま,samazama,な形,各式各樣,店[みせ]には 様々[さまざま]な 商品[しょうひん]があります。,店裡有各式各樣的商品。
N4,い形容詞・な形容詞（補充・N4）,平ら,平[たい]ら,たいら,taira,な形,平坦,この 道[みち]は 平[たい]らで 歩[ある]きやすいです。,這條路很平坦好走。
N4,い形容詞・な形容詞（補充・N4）,透明,透明[とうめい],とうめい,tōmei,な形,透明,川[かわ]の 水[みず]が 透明[とうめい]できれいです。,河水清澈透明很漂亮。
N4,い形容詞・な形容詞（補充・N4）,清潔,清潔[せいけつ],せいけつ,seiketsu,な形,清潔、乾淨,台所[だいどころ]はいつも 清潔[せいけつ]にしています。,廚房總是保持乾淨。
N4,い形容詞・な形容詞（補充・N4）,新鮮,新鮮[しんせん],しんせん,shinsen,な形,新鮮,市場[いちば]で 新鮮[しんせん]な 魚[さかな]を 買[か]いました。,在市場買了新鮮的魚。
N4,い形容詞・な形容詞（補充・N4）,派手,派手[はで],はで,hade,な形,華麗、花俏,彼女[かのじょ]は 派手[はで]な 服[ふく]が 好[す]きです。,她喜歡花俏的衣服。
N4,い形容詞・な形容詞（補充・N4）,地味,地味[じみ],じみ,jimi,な形,樸素、低調,兄[あに]は 地味[じみ]な 色[いろ]が 好[す]きです。,哥哥喜歡樸素的顏色。
N4,い形容詞・な形容詞（補充・N4）,勝手,勝手[かって],かって,katte,な形,隨便、任意,勝手[かって]に 部屋[へや]に 入[はい]らないでください。,請不要隨便進房間。
N4,い形容詞・な形容詞（補充・N4）,重要,重要[じゅうよう],じゅうよう,jūyō,な形,重要,これはとても 重要[じゅうよう]な 問題[もんだい]です。,這是非常重要的問題。
N4,い形容詞・な形容詞（補充・N4）,正直,正直[しょうじき],しょうじき,shōjiki,な形,誠實、老實,彼[かれ]は 正直[しょうじき]な 人[ひと]です。,他是個誠實的人。
N4,い形容詞・な形容詞（補充・N4）,面倒,面倒[めんどう],めんどう,mendō,な形,麻煩,料理[りょうり]を 作[つく]るのは 面倒[めんどう]です。,做菜很麻煩。
N4,い形容詞・な形容詞（補充・N4）,退屈,退屈[たいくつ],たいくつ,taikutsu,な形,無聊,授業[じゅぎょう]が 退屈[たいくつ]で 眠[ねむ]くなりました。,課很無聊，我想睡了。
N4,い形容詞・な形容詞（補充・N4）,正確,正確[せいかく],せいかく,seikaku,な形,正確,正確[せいかく]な 時間[じかん]を 教[おし]えてください。,請告訴我正確的時間。
N4,い形容詞・な形容詞（補充・N4）,満足,満足[まんぞく],まんぞく,manzoku,な形,滿足、滿意,今回[こんかい]の 旅行[りょこう]に 満足[まんぞく]しています。,我對這次旅行很滿意。
N4,い形容詞・な形容詞（補充・N4）,素直,素直[すなお],すなお,sunao,な形,坦率、乖巧,素直[すなお]に 謝[あやま]ったほうがいいです。,坦率地道歉比較好。
N4,い形容詞・な形容詞（補充・N4）,無事,無事[ぶじ],ぶじ,buji,な形,平安無事,無事[ぶじ]に 家[いえ]に 着[つ]きました。,平安地到家了。
N4,い形容詞・な形容詞（補充・N4）,意外,意外[いがい],いがい,igai,な形,意外、出乎意料,試験[しけん]は 意外[いがい]に 簡単[かんたん]でした。,考試出乎意料地簡單。
N4,い形容詞・な形容詞（補充・N4）,単純,単純[たんじゅん],たんじゅん,tanjun,な形,單純、簡單,この 問題[もんだい]は 単純[たんじゅん]です。,這個問題很單純。
N4,い形容詞・な形容詞（補充・N4）,明らか,明[あき]らか,あきらか,akiraka,な形,明顯、清楚,彼[かれ]が 嘘[うそ]をついたのは 明[あき]らかです。,他說謊是很明顯的。
N4,い形容詞・な形容詞（補充・N4）,真剣,真剣[しんけん],しんけん,shinken,な形,認真,彼[かれ]は 真剣[しんけん]な 顔[かお]で 話[はな]しています。,他一臉認真地說著。
N4,い形容詞・な形容詞（補充・N4）,主要,主要[しゅよう],しゅよう,shuyō,な形,主要,この 町[まち]の 主要[しゅよう]な 駅[えき]はここです。,這個城鎮主要的車站就是這裡。
N4,い形容詞・な形容詞（補充・N4）,見事,見事[みごと],みごと,migoto,な形,精彩、漂亮,彼[かれ]は 見事[みごと]に 試合[しあい]に 勝[か]ちました。,他漂亮地贏得了比賽。
N4,い形容詞・な形容詞（補充・N4）,快適,快適[かいてき],かいてき,kaiteki,な形,舒適,新[あたら]しい 部屋[へや]は 快適[かいてき]です。,新房間很舒適。
N4,い形容詞・な形容詞（補充・N4）,幸福,幸福[こうふく],こうふく,kōfuku,な形,幸福,家族[かぞく]と 過[す]ごす 時間[じかん]が 幸福[こうふく]です。,和家人一起度過的時光很幸福。
N4,副詞・接続詞・カタカナ（補充・N4）,どうか,どうか,どうか,dōka,副,請、務必,どうか 私[わたし]の 話[はなし]を 聞[き]いてください。,請務必聽我說。
